Date,Hour,Consumption,Datetime,is_religious_holiday,is_normal_holiday,is_special_day
06.04.2017,18:00,32628.73,06/04/2017 18:00,0,0,0
06.04.2017,19:00,33791.74,06/04/2017 19:00,0,0,0
06.04.2017,20:00,34228.61,06/04/2017 20:00,0,0,0
06.04.2017,21:00,33393.1,06/04/2017 21:00,0,0,0
06.04.2017,22:00,32933.55,06/04/2017 22:00,0,0,0
06.04.2017,23:00,31778.89,06/04/2017 23:00,0,0,0
07.04.2017,00:00,28989.31,07/04/2017 00:00,0,0,0
07.04.2017,01:00,27362.99,07/04/2017 01:00,0,0,0
07.04.2017,02:00,26397.18,07/04/2017 02:00,0,0,0
07.04.2017,03:00,25836.78,07/04/2017 03:00,0,0,0
07.04.2017,04:00,25712.21,07/04/2017 04:00,0,0,0
07.04.2017,05:00,25999.21,07/04/2017 05:00,0,0,0
07.04.2017,06:00,26202.75,07/04/2017 06:00,0,0,0
07.04.2017,07:00,27951.87,07/04/2017 07:00,0,0,0
07.04.2017,08:00,32188.04,07/04/2017 08:00,0,0,0
07.04.2017,09:00,35036.79,07/04/2017 09:00,0,0,0
07.04.2017,10:00,35658.83,07/04/2017 10:00,0,0,0
07.04.2017,11:00,36341.05,07/04/2017 11:00,0,0,0
07.04.2017,12:00,34527.98,07/04/2017 12:00,0,0,0
07.04.2017,13:00,33097.35,07/04/2017 13:00,0,0,0
07.04.2017,14:00,34836.95,07/04/2017 14:00,0,0,0
07.04.2017,15:00,34883.88,07/04/2017 15:00,0,0,0
07.04.2017,16:00,34649.09,07/04/2017 16:00,0,0,0
07.04.2017,17:00,33820.76,07/04/2017 17:00,0,0,0
07.04.2017,18:00,33243.05,07/04/2017 18:00,0,0,0
07.04.2017,19:00,33987.95,07/04/2017 19:00,0,0,0
07.04.2017,20:00,33972.58,07/04/2017 20:00,0,0,0
07.04.2017,21:00,33152.8,07/04/2017 21:00,0,0,0
07.04.2017,22:00,32753.77,07/04/2017 22:00,0,0,0
07.04.2017,23:00,31345.7,07/04/2017 23:00,0,0,0
08.04.2017,00:00,29496.69,08/04/2017 00:00,0,0,0
08.04.2017,01:00,27683.04,08/04/2017 01:00,0,0,0
08.04.2017,02:00,26788.64,08/04/2017 02:00,0,0,0
08.04.2017,03:00,26046.15,08/04/2017 03:00,0,0,0
08.04.2017,04:00,25853.97,08/04/2017 04:00,0,0,0
08.04.2017,05:00,26068.49,08/04/2017 05:00,0,0,0
08.04.2017,06:00,25547.4,08/04/2017 06:00,0,0,0
08.04.2017,07:00,26447.43,08/04/2017 07:00,0,0,0
08.04.2017,08:00,30270.13,08/04/2017 08:00,0,0,0
08.04.2017,09:00,32958.99,08/04/2017 09:00,0,0,0
08.04.2017,10:00,34162.1,08/04/2017 10:00,0,0,0
08.04.2017,11:00,34979.73,08/04/2017 11:00,0,0,0
08.04.2017,12:00,33756.3,08/04/2017 12:00,0,0,0
08.04.2017,13:00,33753.21,08/04/2017 13:00,0,0,0
08.04.2017,14:00,33335.53,08/04/2017 14:00,0,0,0
08.04.2017,15:00,32688.16,08/04/2017 15:00,0,0,0
08.04.2017,16:00,32271.6,08/04/2017 16:00,0,0,0
08.04.2017,17:00,31560.94,08/04/2017 17:00,0,0,0
08.04.2017,18:00,31635.58,08/04/2017 18:00,0,0,0
08.04.2017,19:00,33117.18,08/04/2017 19:00,0,0,0
08.04.2017,20:00,33330.13,08/04/2017 20:00,0,0,0
08.04.2017,21:00,32447.97,08/04/2017 21:00,0,0,0
08.04.2017,22:00,31967.13,08/04/2017 22:00,0,0,0
08.04.2017,23:00,30533.44,08/04/2017 23:00,0,0,0
09.04.2017,00:00,28419.71,09/04/2017 00:00,0,0,0
09.04.2017,01:00,26792.29,09/04/2017 01:00,0,0,0
09.04.2017,02:00,25651.2,09/04/2017 02:00,0,0,0
09.04.2017,03:00,24698.36,09/04/2017 03:00,0,0,0
09.04.2017,04:00,24445.85,09/04/2017 04:00,0,0,0
09.04.2017,05:00,24439.95,09/04/2017 05:00,0,0,0
09.04.2017,06:00,23677.07,09/04/2017 06:00,0,0,0
09.04.2017,07:00,23526.87,09/04/2017 07:00,0,0,0
09.04.2017,08:00,24751.77,09/04/2017 08:00,0,0,0
09.04.2017,09:00,26691.71,09/04/2017 09:00,0,0,0
09.04.2017,10:00,28270.46,09/04/2017 10:00,0,0,0
09.04.2017,11:00,29030.34,09/04/2017 11:00,0,0,0
09.04.2017,12:00,28845.54,09/04/2017 12:00,0,0,0
09.04.2017,13:00,28905.11,09/04/2017 13:00,0,0,0
09.04.2017,14:00,28632.11,09/04/2017 14:00,0,0,0
09.04.2017,15:00,28153.86,09/04/2017 15:00,0,0,0
09.04.2017,16:00,28104.03,09/04/2017 16:00,0,0,0
09.04.2017,17:00,27983.93,09/04/2017 17:00,0,0,0
09.04.2017,18:00,28820.59,09/04/2017 18:00,0,0,0
09.04.2017,19:00,30684.45,09/04/2017 19:00,0,0,0
09.04.2017,20:00,31741.05,09/04/2017 20:00,0,0,0
09.04.2017,21:00,31138.78,09/04/2017 21:00,0,0,0
09.04.2017,22:00,30723.41,09/04/2017 22:00,0,0,0
09.04.2017,23:00,29262.53,09/04/2017 23:00,0,0,0
10.04.2017,00:00,27320.55,10/04/2017 00:00,0,0,0
10.04.2017,01:00,25714.71,10/04/2017 01:00,0,0,0
10.04.2017,02:00,24793.09,10/04/2017 02:00,0,0,0
10.04.2017,03:00,24374.13,10/04/2017 03:00,0,0,0
10.04.2017,04:00,24454.5,10/04/2017 04:00,0,0,0
10.04.2017,05:00,24935.75,10/04/2017 05:00,0,0,0
10.04.2017,06:00,25321.78,10/04/2017 06:00,0,0,0
10.04.2017,07:00,27282.45,10/04/2017 07:00,0,0,0
10.04.2017,08:00,32207.9,10/04/2017 08:00,0,0,0
10.04.2017,09:00,34775.51,10/04/2017 09:00,0,0,0
10.04.2017,10:00,35584.97,10/04/2017 10:00,0,0,0
10.04.2017,11:00,36221.88,10/04/2017 11:00,0,0,0
10.04.2017,12:00,34564.52,10/04/2017 12:00,0,0,0
10.04.2017,13:00,34835.13,10/04/2017 13:00,0,0,0
10.04.2017,14:00,35214.77,10/04/2017 14:00,0,0,0
10.04.2017,15:00,34751.01,10/04/2017 15:00,0,0,0
10.04.2017,16:00,34698.07,10/04/2017 16:00,0,0,0
10.04.2017,17:00,33814.41,10/04/2017 17:00,0,0,0
10.04.2017,18:00,33033.59,10/04/2017 18:00,0,0,0
10.04.2017,19:00,34448.27,10/04/2017 19:00,0,0,0
10.04.2017,20:00,35482.31,10/04/2017 20:00,0,0,0
10.04.2017,21:00,34348.25,10/04/2017 21:00,0,0,0
10.04.2017,22:00,33893.33,10/04/2017 22:00,0,0,0
10.04.2017,23:00,32266.4,10/04/2017 23:00,0,0,0
11.04.2017,00:00,29803.6,11/04/2017 00:00,0,0,0
11.04.2017,01:00,28101.4,11/04/2017 01:00,0,0,0
11.04.2017,02:00,27083.16,11/04/2017 02:00,0,0,0
11.04.2017,03:00,26465.88,11/04/2017 03:00,0,0,0
11.04.2017,04:00,26646.38,11/04/2017 04:00,0,0,0
11.04.2017,05:00,26968.48,11/04/2017 05:00,0,0,0
11.04.2017,06:00,26818.53,11/04/2017 06:00,0,0,0
11.04.2017,07:00,28829.46,11/04/2017 07:00,0,0,0
11.04.2017,08:00,33089.51,11/04/2017 08:00,0,0,0
11.04.2017,09:00,35327.53,11/04/2017 09:00,0,0,0
11.04.2017,10:00,35555.92,11/04/2017 10:00,0,0,0
11.04.2017,11:00,35904.73,11/04/2017 11:00,0,0,0
11.04.2017,12:00,33857.72,11/04/2017 12:00,0,0,0
11.04.2017,13:00,34144.89,11/04/2017 13:00,0,0,0
11.04.2017,14:00,34545.07,11/04/2017 14:00,0,0,0
11.04.2017,15:00,34160.24,11/04/2017 15:00,0,0,0
11.04.2017,16:00,33787.68,11/04/2017 16:00,0,0,0
11.04.2017,17:00,33109.06,11/04/2017 17:00,0,0,0
11.04.2017,18:00,32569.07,11/04/2017 18:00,0,0,0
11.04.2017,19:00,33997.03,11/04/2017 19:00,0,0,0
11.04.2017,20:00,35137.77,11/04/2017 20:00,0,0,0
11.04.2017,21:00,34173.95,11/04/2017 21:00,0,0,0
11.04.2017,22:00,33795.24,11/04/2017 22:00,0,0,0
11.04.2017,23:00,31853.19,11/04/2017 23:00,0,0,0
12.04.2017,00:00,29483.01,12/04/2017 00:00,0,0,0
12.04.2017,01:00,28041.82,12/04/2017 01:00,0,0,0
12.04.2017,02:00,27012.13,12/04/2017 02:00,0,0,0
12.04.2017,03:00,26611.5,12/04/2017 03:00,0,0,0
12.04.2017,04:00,26394.55,12/04/2017 04:00,0,0,0
12.04.2017,05:00,27010.05,12/04/2017 05:00,0,0,0
12.04.2017,06:00,26824.06,12/04/2017 06:00,0,0,0
12.04.2017,07:00,28546.49,12/04/2017 07:00,0,0,0
12.04.2017,08:00,33148.82,12/04/2017 08:00,0,0,0
12.04.2017,09:00,35506.91,12/04/2017 09:00,0,0,0
12.04.2017,10:00,36086.83,12/04/2017 10:00,0,0,0
12.04.2017,11:00,36399.8,12/04/2017 11:00,0,0,0
12.04.2017,12:00,34348.26,12/04/2017 12:00,0,0,0
12.04.2017,13:00,34777.12,12/04/2017 13:00,0,0,0
12.04.2017,14:00,35385.16,12/04/2017 14:00,0,0,0
12.04.2017,15:00,34879.58,12/04/2017 15:00,0,0,0
12.04.2017,16:00,34766.77,12/04/2017 16:00,0,0,0
12.04.2017,17:00,34063.04,12/04/2017 17:00,0,0,0
12.04.2017,18:00,33480.44,12/04/2017 18:00,0,0,0
12.04.2017,19:00,34488.28,12/04/2017 19:00,0,0,0
12.04.2017,20:00,35090.51,12/04/2017 20:00,0,0,0
12.04.2017,21:00,34062.04,12/04/2017 21:00,0,0,0
12.04.2017,22:00,33391.01,12/04/2017 22:00,0,0,0
12.04.2017,23:00,31717.78,12/04/2017 23:00,0,0,0
13.04.2017,00:00,29278.86,13/04/2017 00:00,0,0,0
13.04.2017,01:00,27754.64,13/04/2017 01:00,0,0,0
13.04.2017,02:00,26893.26,13/04/2017 02:00,0,0,0
13.04.2017,03:00,26306.21,13/04/2017 03:00,0,0,0
13.04.2017,04:00,26251.03,13/04/2017 04:00,0,0,0
13.04.2017,05:00,26696.79,13/04/2017 05:00,0,0,0
13.04.2017,06:00,26708.48,13/04/2017 06:00,0,0,0
13.04.2017,07:00,28556.28,13/04/2017 07:00,0,0,0
13.04.2017,08:00,33368.62,13/04/2017 08:00,0,0,0
13.04.2017,09:00,36115.49,13/04/2017 09:00,0,0,0
13.04.2017,10:00,36682.96,13/04/2017 10:00,0,0,0
13.04.2017,11:00,37230.54,13/04/2017 11:00,0,0,0
13.04.2017,12:00,35706.51,13/04/2017 12:00,0,0,0
13.04.2017,13:00,35998.43,13/04/2017 13:00,0,0,0
13.04.2017,14:00,36368.79,13/04/2017 14:00,0,0,0
13.04.2017,15:00,35619.25,13/04/2017 15:00,0,0,0
13.04.2017,16:00,35252.77,13/04/2017 16:00,0,0,0
13.04.2017,17:00,34347.33,13/04/2017 17:00,0,0,0
13.04.2017,18:00,33454.5,13/04/2017 18:00,0,0,0
13.04.2017,19:00,34236.94,13/04/2017 19:00,0,0,0
13.04.2017,20:00,34804.62,13/04/2017 20:00,0,0,0
13.04.2017,21:00,33907.15,13/04/2017 21:00,0,0,0
13.04.2017,22:00,33298.34,13/04/2017 22:00,0,0,0
13.04.2017,23:00,31437.12,13/04/2017 23:00,0,0,0
14.04.2017,00:00,29501.07,14/04/2017 00:00,0,0,0
14.04.2017,01:00,27860.82,14/04/2017 01:00,0,0,0
14.04.2017,02:00,26628.99,14/04/2017 02:00,0,0,0
14.04.2017,03:00,26001.12,14/04/2017 03:00,0,0,0
14.04.2017,04:00,25995.53,14/04/2017 04:00,0,0,0
14.04.2017,05:00,26071.17,14/04/2017 05:00,0,0,0
14.04.2017,06:00,26325.37,14/04/2017 06:00,0,0,0
14.04.2017,07:00,28107.18,14/04/2017 07:00,0,0,0
14.04.2017,08:00,32642.27,14/04/2017 08:00,0,0,0
14.04.2017,09:00,34986.06,14/04/2017 09:00,0,0,0
14.04.2017,10:00,35430.34,14/04/2017 10:00,0,0,0
14.04.2017,11:00,35999.43,14/04/2017 11:00,0,0,0
14.04.2017,12:00,33999.47,14/04/2017 12:00,0,0,0
14.04.2017,13:00,32382.74,14/04/2017 13:00,0,0,0
14.04.2017,14:00,34004.36,14/04/2017 14:00,0,0,0
14.04.2017,15:00,33742.21,14/04/2017 15:00,0,0,0
14.04.2017,16:00,33687.52,14/04/2017 16:00,0,0,0
14.04.2017,17:00,32685.6,14/04/2017 17:00,0,0,0
14.04.2017,18:00,32162.34,14/04/2017 18:00,0,0,0
14.04.2017,19:00,33228.94,14/04/2017 19:00,0,0,0
14.04.2017,20:00,33941.13,14/04/2017 20:00,0,0,0
14.04.2017,21:00,33001.56,14/04/2017 21:00,0,0,0
14.04.2017,22:00,32530.13,14/04/2017 22:00,0,0,0
14.04.2017,23:00,30796.58,14/04/2017 23:00,0,0,0
15.04.2017,00:00,29324.03,15/04/2017 00:00,0,0,0
15.04.2017,01:00,27669.87,15/04/2017 01:00,0,0,0
15.04.2017,02:00,26490.9,15/04/2017 02:00,0,0,0
15.04.2017,03:00,25819.08,15/04/2017 03:00,0,0,0
15.04.2017,04:00,25681.47,15/04/2017 04:00,0,0,0
15.04.2017,05:00,25747.54,15/04/2017 05:00,0,0,0
15.04.2017,06:00,25233.06,15/04/2017 06:00,0,0,0
15.04.2017,07:00,26143.24,15/04/2017 07:00,0,0,0
15.04.2017,08:00,29706.98,15/04/2017 08:00,0,0,0
15.04.2017,09:00,32299.25,15/04/2017 09:00,0,0,0
15.04.2017,10:00,33151.48,15/04/2017 10:00,0,0,0
15.04.2017,11:00,33435.18,15/04/2017 11:00,0,0,0
15.04.2017,12:00,32418.05,15/04/2017 12:00,0,0,0
15.04.2017,13:00,32189.26,15/04/2017 13:00,0,0,0
15.04.2017,14:00,32026.46,15/04/2017 14:00,0,0,0
15.04.2017,15:00,31232.36,15/04/2017 15:00,0,0,0
15.04.2017,16:00,30650.55,15/04/2017 16:00,0,0,0
15.04.2017,17:00,30010.24,15/04/2017 17:00,0,0,0
15.04.2017,18:00,30067.18,15/04/2017 18:00,0,0,0
15.04.2017,19:00,31567.87,15/04/2017 19:00,0,0,0
15.04.2017,20:00,32305.16,15/04/2017 20:00,0,0,0
15.04.2017,21:00,31358.66,15/04/2017 21:00,0,0,0
15.04.2017,22:00,30951.28,15/04/2017 22:00,0,0,0
15.04.2017,23:00,28936.13,15/04/2017 23:00,0,0,0
16.04.2017,00:00,27527.33,16/04/2017 00:00,0,0,1
16.04.2017,01:00,25968.72,16/04/2017 01:00,0,0,1
16.04.2017,02:00,24550.63,16/04/2017 02:00,0,0,1
16.04.2017,03:00,23639.5,16/04/2017 03:00,0,0,1
16.04.2017,04:00,23664.67,16/04/2017 04:00,0,0,1
16.04.2017,05:00,23579.99,16/04/2017 05:00,0,0,1
16.04.2017,06:00,22527.11,16/04/2017 06:00,0,0,1
16.04.2017,07:00,22013.69,16/04/2017 07:00,0,0,1
16.04.2017,08:00,22514.11,16/04/2017 08:00,0,0,1
16.04.2017,09:00,23761.38,16/04/2017 09:00,0,0,1
16.04.2017,10:00,24753.67,16/04/2017 10:00,0,0,1
16.04.2017,11:00,25076.11,16/04/2017 11:00,0,0,1
16.04.2017,12:00,24928.4,16/04/2017 12:00,0,0,1
16.04.2017,13:00,24842.41,16/04/2017 13:00,0,0,1
16.04.2017,14:00,24293.07,16/04/2017 14:00,0,0,1
16.04.2017,15:00,24116.12,16/04/2017 15:00,0,0,1
16.04.2017,16:00,24307.43,16/04/2017 16:00,0,0,1
16.04.2017,17:00,24720.99,16/04/2017 17:00,0,0,1
16.04.2017,18:00,25450.38,16/04/2017 18:00,0,0,1
16.04.2017,19:00,27224.57,16/04/2017 19:00,0,0,1
16.04.2017,20:00,28679.6,16/04/2017 20:00,0,0,1
16.04.2017,21:00,28205.4,16/04/2017 21:00,0,0,1
16.04.2017,22:00,27950.94,16/04/2017 22:00,0,0,1
16.04.2017,23:00,26746.9,16/04/2017 23:00,0,0,1
17.04.2017,00:00,25076.85,17/04/2017 00:00,0,0,0
17.04.2017,01:00,23971.82,17/04/2017 01:00,0,0,0
17.04.2017,02:00,22998.32,17/04/2017 02:00,0,0,0
17.04.2017,03:00,22666.79,17/04/2017 03:00,0,0,0
17.04.2017,04:00,22618.69,17/04/2017 04:00,0,0,0
17.04.2017,05:00,22782,17/04/2017 05:00,0,0,0
17.04.2017,06:00,22744.08,17/04/2017 06:00,0,0,0
17.04.2017,07:00,24434.15,17/04/2017 07:00,0,0,0
17.04.2017,08:00,29638.05,17/04/2017 08:00,0,0,0
17.04.2017,09:00,32612.8,17/04/2017 09:00,0,0,0
17.04.2017,10:00,33629.57,17/04/2017 10:00,0,0,0
17.04.2017,11:00,34464.19,17/04/2017 11:00,0,0,0
17.04.2017,12:00,32968.93,17/04/2017 12:00,0,0,0
17.04.2017,13:00,33287.23,17/04/2017 13:00,0,0,0
17.04.2017,14:00,33793.47,17/04/2017 14:00,0,0,0
17.04.2017,15:00,33439.85,17/04/2017 15:00,0,0,0
17.04.2017,16:00,33424.4,17/04/2017 16:00,0,0,0
17.04.2017,17:00,32923.54,17/04/2017 17:00,0,0,0
17.04.2017,18:00,32232.15,17/04/2017 18:00,0,0,0
17.04.2017,19:00,33353.08,17/04/2017 19:00,0,0,0
17.04.2017,20:00,34025.58,17/04/2017 20:00,0,0,0
17.04.2017,21:00,32601.89,17/04/2017 21:00,0,0,0
17.04.2017,22:00,32308.4,17/04/2017 22:00,0,0,0
17.04.2017,23:00,30624.52,17/04/2017 23:00,0,0,0
18.04.2017,00:00,28250.57,18/04/2017 00:00,0,0,0
18.04.2017,01:00,26602.32,18/04/2017 01:00,0,0,0
18.04.2017,02:00,25997.78,18/04/2017 02:00,0,0,0
18.04.2017,03:00,25584.71,18/04/2017 03:00,0,0,0
18.04.2017,04:00,25491.95,18/04/2017 04:00,0,0,0
18.04.2017,05:00,25490.07,18/04/2017 05:00,0,0,0
18.04.2017,06:00,25752.65,18/04/2017 06:00,0,0,0
18.04.2017,07:00,27655.72,18/04/2017 07:00,0,0,0
18.04.2017,08:00,31987.31,18/04/2017 08:00,0,0,0
18.04.2017,09:00,34659.31,18/04/2017 09:00,0,0,0
18.04.2017,10:00,35337.54,18/04/2017 10:00,0,0,0
18.04.2017,11:00,35896.57,18/04/2017 11:00,0,0,0
18.04.2017,12:00,34360.59,18/04/2017 12:00,0,0,0
18.04.2017,13:00,34918.88,18/04/2017 13:00,0,0,0
18.04.2017,14:00,35559.21,18/04/2017 14:00,0,0,0
18.04.2017,15:00,35115.29,18/04/2017 15:00,0,0,0
18.04.2017,16:00,35018.79,18/04/2017 16:00,0,0,0
18.04.2017,17:00,34221.7,18/04/2017 17:00,0,0,0
18.04.2017,18:00,33324.12,18/04/2017 18:00,0,0,0
18.04.2017,19:00,33860.66,18/04/2017 19:00,0,0,0
18.04.2017,20:00,34847.51,18/04/2017 20:00,0,0,0
18.04.2017,21:00,34125.29,18/04/2017 21:00,0,0,0
18.04.2017,22:00,33429.81,18/04/2017 22:00,0,0,0
18.04.2017,23:00,31762.13,18/04/2017 23:00,0,0,0
19.04.2017,00:00,29399.92,19/04/2017 00:00,0,0,0
19.04.2017,01:00,27885.42,19/04/2017 01:00,0,0,0
19.04.2017,02:00,26738,19/04/2017 02:00,0,0,0
19.04.2017,03:00,26367.66,19/04/2017 03:00,0,0,0
19.04.2017,04:00,26156.25,19/04/2017 04:00,0,0,0
19.04.2017,05:00,26461.64,19/04/2017 05:00,0,0,0
19.04.2017,06:00,26481.96,19/04/2017 06:00,0,0,0
19.04.2017,07:00,28214.02,19/04/2017 07:00,0,0,0
19.04.2017,08:00,32642.37,19/04/2017 08:00,0,0,0
19.04.2017,09:00,34730.67,19/04/2017 09:00,0,0,0
19.04.2017,10:00,35099.84,19/04/2017 10:00,0,0,0
19.04.2017,11:00,35470.04,19/04/2017 11:00,0,0,0
19.04.2017,12:00,33313.64,19/04/2017 12:00,0,0,0
19.04.2017,13:00,33835.49,19/04/2017 13:00,0,0,0
19.04.2017,14:00,33918.5,19/04/2017 14:00,0,0,0
19.04.2017,15:00,33413.99,19/04/2017 15:00,0,0,0
19.04.2017,16:00,33264.29,19/04/2017 16:00,0,0,0
19.04.2017,17:00,32705.17,19/04/2017 17:00,0,0,0
19.04.2017,18:00,31877.26,19/04/2017 18:00,0,0,0
19.04.2017,19:00,32655.8,19/04/2017 19:00,0,0,0
19.04.2017,20:00,34302.34,19/04/2017 20:00,0,0,0
19.04.2017,21:00,33469.55,19/04/2017 21:00,0,0,0
19.04.2017,22:00,32650.53,19/04/2017 22:00,0,0,0
19.04.2017,23:00,30974.59,19/04/2017 23:00,0,0,0
20.04.2017,00:00,28910.23,20/04/2017 00:00,0,0,0
20.04.2017,01:00,27288.79,20/04/2017 01:00,0,0,0
20.04.2017,02:00,26332.74,20/04/2017 02:00,0,0,0
20.04.2017,03:00,25896.74,20/04/2017 03:00,0,0,0
20.04.2017,04:00,25812.34,20/04/2017 04:00,0,0,0
20.04.2017,05:00,25946.89,20/04/2017 05:00,0,0,0
20.04.2017,06:00,25934.75,20/04/2017 06:00,0,0,0
20.04.2017,07:00,27709,20/04/2017 07:00,0,0,0
20.04.2017,08:00,31925.17,20/04/2017 08:00,0,0,0
20.04.2017,09:00,33964.53,20/04/2017 09:00,0,0,0
20.04.2017,10:00,34389.74,20/04/2017 10:00,0,0,0
20.04.2017,11:00,34441.19,20/04/2017 11:00,0,0,0
20.04.2017,12:00,32715.81,20/04/2017 12:00,0,0,0
20.04.2017,13:00,32997,20/04/2017 13:00,0,0,0
20.04.2017,14:00,33794.74,20/04/2017 14:00,0,0,0
20.04.2017,15:00,33594.04,20/04/2017 15:00,0,0,0
20.04.2017,16:00,33700.95,20/04/2017 16:00,0,0,0
20.04.2017,17:00,33322.4,20/04/2017 17:00,0,0,0
20.04.2017,18:00,32772.47,20/04/2017 18:00,0,0,0
20.04.2017,19:00,33746.13,20/04/2017 19:00,0,0,0
20.04.2017,20:00,34288.66,20/04/2017 20:00,0,0,0
20.04.2017,21:00,33604.47,20/04/2017 21:00,0,0,0
20.04.2017,22:00,33031.2,20/04/2017 22:00,0,0,0
20.04.2017,23:00,31495.64,20/04/2017 23:00,0,0,0
21.04.2017,00:00,29205.75,21/04/2017 00:00,0,0,0
21.04.2017,01:00,27657.88,21/04/2017 01:00,0,0,0
21.04.2017,02:00,26396.39,21/04/2017 02:00,0,0,0
21.04.2017,03:00,25731.99,21/04/2017 03:00,0,0,0
21.04.2017,04:00,25739.28,21/04/2017 04:00,0,0,0
21.04.2017,05:00,25922.39,21/04/2017 05:00,0,0,0
21.04.2017,06:00,25869.01,21/04/2017 06:00,0,0,0
21.04.2017,07:00,27821.26,21/04/2017 07:00,0,0,0
21.04.2017,08:00,32311.6,21/04/2017 08:00,0,0,0
21.04.2017,09:00,34750.63,21/04/2017 09:00,0,0,0
21.04.2017,10:00,35534.15,21/04/2017 10:00,0,0,0
21.04.2017,11:00,35796.25,21/04/2017 11:00,0,0,0
21.04.2017,12:00,34222.43,21/04/2017 12:00,0,0,0
21.04.2017,13:00,33238.45,21/04/2017 13:00,0,0,0
21.04.2017,14:00,35162.82,21/04/2017 14:00,0,0,0
21.04.2017,15:00,33828.99,21/04/2017 15:00,0,0,0
21.04.2017,16:00,34511.24,21/04/2017 16:00,0,0,0
21.04.2017,17:00,33929.38,21/04/2017 17:00,0,0,0
21.04.2017,18:00,32894.71,21/04/2017 18:00,0,0,0
21.04.2017,19:00,33730.86,21/04/2017 19:00,0,0,0
21.04.2017,20:00,34500.2,21/04/2017 20:00,0,0,0
21.04.2017,21:00,33674.5,21/04/2017 21:00,0,0,0
21.04.2017,22:00,33023.72,21/04/2017 22:00,0,0,0
21.04.2017,23:00,31521.06,21/04/2017 23:00,0,0,0
22.04.2017,00:00,29482.32,22/04/2017 00:00,0,0,0
22.04.2017,01:00,27745.17,22/04/2017 01:00,0,0,0
22.04.2017,02:00,26431.45,22/04/2017 02:00,0,0,0
22.04.2017,03:00,25980.38,22/04/2017 03:00,0,0,0
22.04.2017,04:00,25691.61,22/04/2017 04:00,0,0,0
22.04.2017,05:00,25765.55,22/04/2017 05:00,0,0,0
22.04.2017,06:00,25191.75,22/04/2017 06:00,0,0,0
22.04.2017,07:00,26360.35,22/04/2017 07:00,0,0,0
22.04.2017,08:00,30133.04,22/04/2017 08:00,0,0,0
22.04.2017,09:00,32786.91,22/04/2017 09:00,0,0,0
22.04.2017,10:00,33580.22,22/04/2017 10:00,0,0,0
22.04.2017,11:00,34100.76,22/04/2017 11:00,0,0,0
22.04.2017,12:00,32791.63,22/04/2017 12:00,0,0,0
22.04.2017,13:00,32869.04,22/04/2017 13:00,0,0,0
22.04.2017,14:00,32880.21,22/04/2017 14:00,0,0,0
22.04.2017,15:00,32258.79,22/04/2017 15:00,0,0,0
22.04.2017,16:00,31867.75,22/04/2017 16:00,0,0,0
22.04.2017,17:00,31239.89,22/04/2017 17:00,0,0,0
22.04.2017,18:00,31229.48,22/04/2017 18:00,0,0,0
22.04.2017,19:00,32657.4,22/04/2017 19:00,0,0,0
22.04.2017,20:00,33344.3,22/04/2017 20:00,0,0,0
22.04.2017,21:00,32366.98,22/04/2017 21:00,0,0,0
22.04.2017,22:00,31574.58,22/04/2017 22:00,0,0,0
22.04.2017,23:00,30005.04,22/04/2017 23:00,0,0,0
23.04.2017,00:00,27932.62,23/04/2017 00:00,0,1,0
23.04.2017,01:00,26050.17,23/04/2017 01:00,0,1,0
23.04.2017,02:00,24760.85,23/04/2017 02:00,0,1,0
23.04.2017,03:00,24136.66,23/04/2017 03:00,0,1,0
23.04.2017,04:00,23713.49,23/04/2017 04:00,0,1,0
23.04.2017,05:00,23530.76,23/04/2017 05:00,0,1,0
23.04.2017,06:00,22694.14,23/04/2017 06:00,0,1,0
23.04.2017,07:00,22664.74,23/04/2017 07:00,0,1,0
23.04.2017,08:00,23743.82,23/04/2017 08:00,0,1,0
23.04.2017,09:00,25245.2,23/04/2017 09:00,0,1,0
23.04.2017,10:00,26642.97,23/04/2017 10:00,0,1,0
23.04.2017,11:00,27421.59,23/04/2017 11:00,0,1,0
23.04.2017,12:00,27032.96,23/04/2017 12:00,0,1,0
23.04.2017,13:00,27103.99,23/04/2017 13:00,0,1,0
23.04.2017,14:00,26760.29,23/04/2017 14:00,0,1,0
23.04.2017,15:00,26592.5,23/04/2017 15:00,0,1,0
23.04.2017,16:00,26622.7,23/04/2017 16:00,0,1,0
23.04.2017,17:00,26714.11,23/04/2017 17:00,0,1,0
23.04.2017,18:00,27579.14,23/04/2017 18:00,0,1,0
23.04.2017,19:00,29131.21,23/04/2017 19:00,0,1,0
23.04.2017,20:00,30633.92,23/04/2017 20:00,0,1,0
23.04.2017,21:00,30137.13,23/04/2017 21:00,0,1,0
23.04.2017,22:00,29581.65,23/04/2017 22:00,0,1,0
23.04.2017,23:00,28286,23/04/2017 23:00,0,1,0
24.04.2017,00:00,26452.43,24/04/2017 00:00,0,0,0
24.04.2017,01:00,24988.99,24/04/2017 01:00,0,0,0
24.04.2017,02:00,24310.22,24/04/2017 02:00,0,0,0
24.04.2017,03:00,23966.22,24/04/2017 03:00,0,0,0
24.04.2017,04:00,23823,24/04/2017 04:00,0,0,0
24.04.2017,05:00,23971.23,24/04/2017 05:00,0,0,0
24.04.2017,06:00,24185.62,24/04/2017 06:00,0,0,0
24.04.2017,07:00,26522.25,24/04/2017 07:00,0,0,0
24.04.2017,08:00,32031.9,24/04/2017 08:00,0,0,0
