Datetime,Data,Remainder,Seasonal168,Seasonal24,Seasonal8736,Trend
2018-06-05 12:00:00,33946.45562,14.41798606,1192.627074,785.8004847999999,-1693.9084870000002,33647.51857
2018-06-05 13:00:00,35111.76562,274.3532761,1469.395496,1558.297404,-1837.7304120000001,33647.44986
2018-06-05 14:00:00,36324.24562,275.88068239999996,1525.064167,2843.930468,-1968.0108480000001,33647.38115
2018-06-05 15:00:00,36523.965619999995,378.46723810000003,1468.339817,3031.482242,-2001.636121,33647.31245
2018-06-05 16:00:00,36655.10562,328.8104938,1428.3052699999998,3152.250991,-1901.504872,33647.24374
2018-06-05 17:00:00,36318.80562,187.1803131,1311.841347,2936.814476,-1764.2055480000001,33647.175039999995
2018-06-05 18:00:00,35594.02562,-66.9952703,890.7732616000001,2659.777525,-1536.636222,33647.10633
2018-06-05 19:00:00,35596.94562,-138.9848426,694.9988134,2720.739713,-1326.845684,33647.037619999996
2018-06-05 20:00:00,35044.755619999996,-175.59821409999998,697.7486529,2088.330923,-1212.6946560000001,33646.96892
2018-06-05 21:00:00,35760.63562,-106.41318229999999,637.3717124,2752.371878,-1169.594996,33646.90021
2018-06-05 22:00:00,35691.85562,-59.0244363,621.9426151,2495.672131,-1013.566191,33646.83151
2018-06-05 23:00:00,34517.645619999996,-5.202900532,578.2767941000001,1299.718014,-1001.909083,33646.7628
2018-06-06 00:00:00,33257.65562,117.4357757,438.0291711,-135.1796355,-809.3237809,33646.69409
2018-06-06 01:00:00,32094.545619999997,-3.5981512760000003,457.87739510000006,-1235.258415,-771.1005928999999,33646.62539
2018-06-06 02:00:00,31022.02562,-33.32731092,414.66277460000003,-2241.109529,-764.7569922,33646.55668
2018-06-06 03:00:00,30027.225619999997,-29.22594312,480.5023178,-3341.9839620000002,-728.5547646000001,33646.48798
2018-06-06 04:00:00,29147.835619999998,82.53498006,381.389977,-4266.62019,-695.8884127,33646.41927
2018-06-06 05:00:00,27706.93562,123.12418149999999,439.19523,-5819.394095000001,-682.3402563,33646.35056
2018-06-06 06:00:00,27031.82562,153.4867075,435.4391601,-6378.942602,-824.4394990000001,33646.28186
2018-06-06 07:00:00,28139.77562,252.59789139999998,718.7934646000001,-5466.717156000001,-1011.111727,33646.21315
2018-06-06 08:00:00,31837.61562,387.65493349999997,1410.348661,-2083.412451,-1523.119965,33646.14445
2018-06-06 09:00:00,34015.98562,517.7549313999999,1525.4982929999999,-11.46408403,-1661.879256,33646.07574
2018-06-06 10:00:00,35075.145619999996,786.8492438999999,1459.212628,792.3201653,-1609.2434460000002,33646.00703
2018-06-06 11:00:00,35655.42562,482.1659359,1453.22849,1629.569551,-1555.47668,33645.938330000004
2018-06-06 12:00:00,34803.17562,457.00421090000003,1226.47807,823.8374873,-1350.0137650000001,33645.86962
2018-06-06 13:00:00,35885.395619999996,644.6382445,1539.749228,1603.2036460000002,-1547.996409,33645.800910000005
2018-06-06 14:00:00,37372.79562,782.4409896000001,1721.104482,2916.229218,-1692.7112739999998,33645.73221
2018-06-06 15:00:00,37643.70562,762.5113226,1637.566507,3114.338994,-1516.3747019999998,33645.6635
2018-06-06 16:00:00,37672.825619999996,798.88765,1559.956752,3231.741567,-1563.355142,33645.5948
2018-06-06 17:00:00,37307.51562,675.8576778,1254.799407,2994.7321269999998,-1263.3996789999999,33645.52609
2018-06-06 18:00:00,36702.36562,503.5013713000001,885.5018431,2696.326505,-1028.42148,33645.45738
2018-06-06 19:00:00,36498.67562,370.0756022,664.8144581,2733.691899,-915.2950135,33645.388680000004
2018-06-06 20:00:00,35736.51562,457.85176110000003,460.1180529,2080.239458,-907.0136205,33645.31997
2018-06-06 21:00:00,36366.99562,404.2068212,517.0861888999999,2727.095183,-926.6438353,33645.25127
2018-06-06 22:00:00,36148.16562,393.8451128,458.2105613,2495.189148,-844.2617585,33645.18256
2018-06-06 23:00:00,34784.86562,292.34164060000006,326.52509249999997,1295.185645,-774.3006081,33645.11385
2018-06-07 00:00:00,33180.145619999996,-665.2378312999999,1026.5287150000001,-71.6495075,-754.5409006,33645.04515
2018-06-07 01:00:00,32200.745619999998,-510.0107152,1012.7659480000001,-1233.446362,-713.5396883999999,33644.97644
2018-06-07 02:00:00,31232.745619999998,-542.1810556,1080.45451,-2279.043414,-671.3921526,33644.907739999995
2018-06-07 03:00:00,30079.64562,-541.1636512,1049.114398,-3409.683468,-663.4606852999999,33644.83903
2018-06-07 04:00:00,29381.00562,-376.0279264,1052.507036,-4364.618541,-575.6252684,33644.770319999996
2018-06-07 05:00:00,27837.11562,-168.6229822,893.6283555,-5923.8905,-608.7008677,33644.70162
2018-06-07 06:00:00,27210.41562,-192.6813645,923.9464917000001,-6483.329854,-682.1525616,33644.63291
2018-06-07 07:00:00,28328.77562,142.3896701,943.4858284,-5548.764311,-852.8997691,33644.564210000004
2018-06-07 08:00:00,32458.26562,683.8963722999999,1380.8864449999999,-2141.473274,-1109.5394199999998,33644.4955
2018-06-07 09:00:00,34850.62562,829.2086975,1607.1758960000002,-23.626631500000002,-1206.559132,33644.42679
2018-06-07 10:00:00,35646.40562,763.8386847999999,1590.148,827.9261309,-1179.8652789999999,33644.358089999994
2018-06-07 11:00:00,36682.715619999995,919.9859911,1517.8928349999999,1636.774944,-1036.227528,33644.28938
2018-06-07 12:00:00,35751.33562,858.3332008,1324.667017,853.9510755000001,-929.8363446000001,33644.22068
2018-06-07 13:00:00,36611.99562,956.2870065,1477.42312,1639.308014,-1105.174485,33644.15197
2018-06-07 14:00:00,37944.31562,1100.74953,1468.339025,2978.847634,-1247.703828,33644.08326
2018-06-07 15:00:00,38187.22562,1123.792835,1445.676731,3186.636953,-1212.8954529999999,33644.01456
2018-06-07 16:00:00,38272.62562,1049.360115,1410.546165,3300.286757,-1131.5132640000002,33643.94585
2018-06-07 17:00:00,37825.255619999996,953.9779194,1355.653085,3041.3177969999997,-1169.570322,33643.87715
2018-06-07 18:00:00,37328.965619999995,688.7696114,1105.1307140000001,2721.156909,-829.9000497000001,33643.80844
2018-06-07 19:00:00,37282.49562,655.9812635,976.1124580000001,2735.099532,-728.4373628999999,33643.73973
2018-06-07 20:00:00,36421.19562,632.0402149,792.1907332999999,2060.777466,-707.4838171,33643.67103
2018-06-07 21:00:00,37129.325619999996,642.0078412,803.4836014,2690.621985,-650.3901242000001,33643.60232
2018-06-07 22:00:00,37075.505619999996,726.2221463,841.8535912000001,2484.309433,-620.4131612000001,33643.533610000006
2018-06-07 23:00:00,35797.505619999996,622.2859076000001,796.7617188999999,1281.056312,-546.0632236,33643.46491
2018-06-08 00:00:00,34386.66855,1571.073951,1393.9797800000001,45.31960635,-2267.10099,33643.3962
2018-06-08 01:00:00,32965.23855,1482.014848,1311.538318,-1129.525578,-2342.116535,33643.3275
